Record Creation ,Frequent Flier Number,Join Date,First Name,Last Name,Inquiry Type,Most Recent Flight #,Lounge Used?,Departing Airport,Arrival Airport,Planned Snack?,Additional Snack?,# of Included Checked Bags,Total # of Checked Bags,Flight Delayed?
2021-12-26,9189112478.0,,courtney,Bryant,2,,True,11,2,2,0,0.0,16.0,0
2024-07-11,9189112478.0,,courtney,Bryant,2,H26182190,True,8,7,0,1,4.0,4.0,1
2024-08-01,Unknown,,COURTNEY,Bryant,1,I19361649,True,0,11,0,1,9.0,14.0,0
2023-09-16,9189112478.0,,COURTNEY,bryant,3,R58911685,False,7,3,1,1,0.0,12.0,0
2021-09-06,3765320206.0,1996-04-21,stephanie,smith,2,U86938489,False,0,5,1,0,,16.0,1
2024-08-17,3765320206.0,,STEPHANIE,smith,2,K80807604,True,11,0,0,2,1.0,20.0,1
2024-04-18,3765320206.0,,stephanie,Smith,2,S32240582,True,7,10,1,1,,17.0,0
2021-03-06,3765320206.0,,,smith,0,V83253152,True,8,9,1,1,1.0,11.0,1
2023-09-24,3765320206.0,,stephanie,smith,2,M74116909,True,5,2,1,0,3.0,12.0,1
2022-06-06,Unknown,,stephanie,Smith,0,D69293479,False,6,1,0,1,,16.0,1
2024-06-22,3765320206.0,,STEPHANIE,Smith,2,Y36042571,True,3,6,0,0,8.0,25.0,0
2024-03-21,3765320206.0,,STEPHANIE,Smith,2,F94844313,True,3,5,1,1,0.0,7.0,1
2022-11-07,3765320206.0,,stephanie,Smith,3,J14364438,False,2,5,1,2,0.0,17.0,1
2021-07-10,3765320206.0,,STEPHANIE,smith,0,T57812616,False,2,9,0,0,4.0,7.0,1
2024-05-19,9447558778.0,,nicholas,Arellano,2,G36757383,False,1,3,1,1,4.0,21.0,1
2023-08-20,9447558778.0,,nicholas,arellano,2,D21384792,False,11,1,0,0,,10.0,0
2023-07-07,9447558778.0,2020-06-22,NICHOLAS,Arellano,0,P16710974,False,5,6,1,0,8.0,7.0,1
2021-12-29,9447558778.0,,NICHOLAS,arellano,1,H61101010,False,3,4,1,1,,5.0,1
2023-07-26,9615953559.0,2017-01-16,DAVID,Jones,0,E25237333,True,2,8,1,0,0.0,3.0,0
2023-09-13,9615953559.0,2017-01-16,david,,3,N36991316,False,8,11,1,0,0.0,7.0,0
2021-07-11,9615953559.0,,DAVID,jones,3,N54235317,True,1,10,1,0,0.0,20.0,1
2024-03-18,6892865131.0,,shane,Evans,4,S92445395,False,11,1,0,1,0.0,17.0,0
2021-04-02,6892865131.0,,,Evans,2,G36939287,False,8,1,0,1,3.0,2.0,0
2023-11-12,6892865131.0,,SHANE,evans,3,S70295288,False,3,1,1,1,7.0,18.0,0
2021-01-20,6892865131.0,,SHANE,Evans,0,Z02137396,True,6,8,0,1,10.0,,0
2022-07-30,6892865131.0,2015-09-22,,Evans,2,F59726496,True,3,8,0,1,,18.0,1
2024-06-05,7023553691.0,1996-03-15,jose,Hill,4,O76195465,True,1,5,0,1,,6.0,0
2021-10-15,Unknown,,jose,Hill,1,W30371846,False,0,4,1,1,8.0,20.0,1
2021-02-07,7023553691.0,,JOSE,Hill,3,Z87552267,True,5,7,1,1,13.0,3.0,1
2022-06-05,7023553691.0,,jose,Hill,2,Z82263780,False,6,3,1,0,9.0,4.0,1
2024-02-24,7023553691.0,,JOSE,Hill,1,M25684489,True,4,5,0,0,0.0,4.0,1
2024-07-15,1818900431.0,,JAVIER,flowers,3,J62709775,True,0,8,1,0,10.0,6.0,1
2023-01-18,1818900431.0,2003-11-08,JAVIER,flowers,2,,True,4,3,0,0,0.0,10.0,0
2024-06-18,1818900431.0,,JAVIER,flowers,0,I34559070,True,11,7,0,2,1.0,7.0,0
2023-07-30,1818900431.0,2003-11-08,javier,flowers,0,R45366629,True,11,7,0,1,7.0,6.0,0
2024-05-22,6073848978.0,2023-05-08,christine,pittman,0,W74223258,False,2,4,1,1,10.0,,0
2021-07-08,6073848978.0,2023-05-08,christine,pittman,2,R78279881,False,5,8,1,1,11.0,,1
2024-01-24,6073848978.0,,christine,,2,X58139733,False,10,10,1,1,0.0,21.0,1
2023-11-20,6073848978.0,,christine,Pittman,4,Y37859383,False,4,6,1,0,0.0,16.0,1
2022-09-01,6073848978.0,2023-05-08,,Pittman,3,H21600280,False,8,9,0,1,0.0,15.0,0
2022-07-29,6076877324.0,,rachel,Ramos,0,G81779151,True,2,5,1,0,0.0,10.0,1
2024-09-20,Unknown,,RACHEL,ramos,0,I13812081,True,0,3,2,1,2.0,10.0,1
2022-10-31,6076877324.0,,RACHEL,Ramos,3,W39531010,False,10,5,1,0,2.0,15.0,0
2022-01-31,6888365309.0,1994-11-22,john,gonzalez,3,T72869669,True,6,10,0,1,0.0,4.0,1
2023-02-06,6888365309.0,1994-11-22,john,gonzalez,1,O33885731,False,9,8,0,1,0.0,1.0,1
2024-03-12,6888365309.0,,john,Gonzalez,1,W07398242,True,2,5,1,0,,16.0,1
2023-03-23,3735716253.0,,DAVID,scott,4,M05426729,True,4,7,0,0,1.0,8.0,0
2022-02-01,3735716253.0,,DAVID,Scott,3,E78591021,True,6,1,1,1,,16.0,0
2021-01-16,3735716253.0,,DAVID,scott,3,,False,9,8,0,1,3.0,5.0,0
2021-09-02,3735716253.0,2009-08-16,,scott,4,T54185279,False,9,6,1,1,12.0,6.0,1
2022-08-01,5432918567.0,,JASON,blackwell,3,O04726861,False,2,3,1,1,,10.0,0
2023-07-25,5432918567.0,,,blackwell,1,X57818435,True,2,4,1,1,3.0,2.0,0
2022-11-04,5432918567.0,1997-04-05,JASON,Blackwell,0,W71591309,True,8,6,0,0,12.0,5.0,0
2023-11-29,1684984752.0,,JESSICA,gibbs,2,B33883028,True,0,11,0,1,13.0,,0
2021-02-19,Unknown,,jessica,gibbs,2,B75542671,True,6,5,0,0,11.0,24.0,1
2023-04-02,1684984752.0,2017-08-08,jessica,gibbs,1,U23373602,False,4,6,1,0,13.0,16.0,0
2021-07-24,1684984752.0,2017-08-08,jessica,gibbs,1,J16357760,False,9,6,0,0,2.0,16.0,0
2023-09-21,1684984752.0,,jessica,gibbs,0,,True,5,9,1,0,12.0,,0
2021-09-16,3222844740.0,,,lutz,4,S75476471,False,11,8,0,1,,10.0,1
2023-11-30,3222844740.0,,GREGORY,Lutz,3,Z50619325,True,1,4,1,0,0.0,10.0,1
2024-07-21,3222844740.0,,GREGORY,lutz,4,,False,0,5,1,1,3.0,6.0,1
2022-12-18,127767748.0,,paul,Harris,0,Y42776818,False,5,10,1,0,,5.0,1
2022-01-20,127767748.0,,PAUL,harris,3,O37324348,False,1,0,0,1,11.0,7.0,0
2021-08-01,127767748.0,,paul,Harris,0,X61924713,True,7,5,1,0,10.0,3.0,0
2021-03-21,127767748.0,,paul,Harris,0,M69303851,False,2,6,1,0,0.0,10.0,1
2023-05-21,127767748.0,,paul,harris,0,H99597309,False,7,6,0,1,,25.0,0
2023-05-08,127767748.0,,paul,harris,3,R38858067,True,6,3,1,0,0.0,8.0,0
2022-10-16,127767748.0,2023-08-21,,harris,0,U99409345,False,0,4,1,0,8.0,,0
2023-01-17,127767748.0,,paul,Harris,2,R15770250,True,9,11,0,1,3.0,2.0,0
2024-05-21,127767748.0,,paul,Harris,3,X80175746,True,8,9,1,0,,15.0,1
2021-08-11,127767748.0,,PAUL,Harris,2,N50336252,True,7,3,0,1,,15.0,1
2021-08-16,2314189188.0,,JOHN,cummings,1,W39854249,False,11,1,0,1,,1.0,1
2024-04-01,2314189188.0,,john,cummings,4,A99786332,False,8,0,1,1,,15.0,0
2024-06-10,2314189188.0,,john,Cummings,1,G68951955,False,10,5,1,1,,14.0,1
2024-09-20,Unknown,2008-01-29,john,Cummings,2,I48989509,False,10,5,0,1,,8.0,0
2023-09-29,882030479.0,,CAROLYN,richardson,3,J66727559,False,3,6,2,0,,7.0,0
2023-07-15,882030479.0,2013-08-08,CAROLYN,Richardson,1,N22938445,True,1,8,0,0,0.0,9.0,1
2023-06-22,882030479.0,,carolyn,,2,C19913066,False,6,1,1,0,0.0,8.0,1
2023-06-14,882030479.0,,CAROLYN,richardson,3,A04433901,False,8,2,0,1,,11.0,0
2024-02-28,882030479.0,,CAROLYN,Richardson,4,X75942724,True,0,8,1,1,0.0,17.0,0
2024-08-04,4344005820.0,,CHRISTINA,ruiz,3,M04833027,True,8,7,0,0,3.0,8.0,0
2024-02-22,4344005820.0,,CHRISTINA,ruiz,1,,True,2,5,0,0,2.0,10.0,0
2023-08-13,4344005820.0,,CHRISTINA,Ruiz,1,U16824834,True,4,5,1,0,9.0,25.0,0
2023-08-11,4344005820.0,2018-10-14,CHRISTINA,Ruiz,2,G81722536,False,9,7,1,0,6.0,17.0,0
2023-11-22,4344005820.0,2018-10-14,christina,Ruiz,0,L20544244,True,10,2,2,0,1.0,7.0,1
2021-03-16,8611599637.0,2017-10-13,edward,Mullins,3,Z83603865,False,2,8,1,1,0.0,11.0,0
2024-06-14,8611599637.0,2017-10-13,EDWARD,Mullins,3,N54013074,False,6,7,0,0,,9.0,0
2024-03-05,8611599637.0,,EDWARD,mullins,3,I99496758,True,9,4,0,1,,10.0,0
2022-10-03,8611599637.0,2017-10-13,EDWARD,Mullins,1,C01736787,False,5,0,1,1,,17.0,1
2021-06-03,3267014145.0,2015-03-26,michael,carr,2,U91863182,False,11,5,0,0,0.0,20.0,1
2021-11-21,3267014145.0,,michael,carr,0,B47742842,True,1,4,1,2,,,0
2021-02-06,3267014145.0,,michael,Carr,2,E87988917,True,6,3,1,1,0.0,5.0,1
2022-11-16,5751393354.0,,jesus,foster,2,C32706678,False,1,9,1,0,0.0,6.0,1
2023-11-09,5751393354.0,,JESUS,Foster,3,D81364477,False,7,9,1,0,2.0,7.0,1
2022-12-03,5751393354.0,,JESUS,foster,0,I65793944,True,2,11,2,1,0.0,13.0,0
2024-07-03,1435756548.0,,cynthia,Webb,2,B10876455,True,9,3,0,0,,1.0,1
2021-01-09,1435756548.0,2000-03-31,cynthia,Webb,2,P49740955,True,6,5,0,0,1.0,6.0,0
2022-01-12,1435756548.0,2000-03-31,cynthia,webb,2,V84425392,False,5,2,0,0,0.0,19.0,0
2021-12-31,5488552246.0,2014-07-03,,newman,0,K37148687,False,5,6,1,0,,1.0,0
2022-04-03,5488552246.0,,RICHARD,newman,3,E28720529,False,9,11,1,0,2.0,3.0,1
2021-05-24,5488552246.0,2014-07-03,richard,newman,2,J76009575,True,8,2,0,1,7.0,15.0,1
2022-02-28,3859203277.0,1995-03-05,JULIA,matthews,4,K80815461,True,4,5,2,0,3.0,7.0,1
2023-11-26,3859203277.0,,JULIA,Matthews,0,,True,5,6,0,1,4.0,3.0,0
2023-02-15,3859203277.0,1995-03-05,JULIA,matthews,3,B62613282,False,0,1,1,1,0.0,3.0,0
2024-01-25,4072077634.0,,JOSHUA,Vasquez,0,D11971121,True,2,3,0,1,0.0,2.0,1
2023-08-16,4072077634.0,1989-10-16,joshua,Vasquez,0,E13444160,False,6,2,0,0,0.0,17.0,1
2023-06-04,4072077634.0,,joshua,Vasquez,3,,True,1,0,0,0,1.0,10.0,1
2022-07-01,4072077634.0,1989-10-16,JOSHUA,Vasquez,3,R80400305,True,5,0,1,2,,10.0,0
2021-01-04,4072077634.0,1989-10-16,joshua,vasquez,2,L91305823,False,4,7,0,1,,10.0,1
2022-05-01,4072077634.0,,JOSHUA,Vasquez,3,H28315682,True,3,4,1,0,7.0,14.0,0
2023-02-05,4072077634.0,,JOSHUA,Vasquez,2,U76901442,True,6,2,1,1,0.0,5.0,0
2021-03-19,4072077634.0,,joshua,vasquez,1,Z50157515,False,0,2,1,2,,7.0,0
2023-07-04,4072077634.0,1989-10-16,JOSHUA,vasquez,2,J83539624,False,3,9,1,1,0.0,6.0,1
2022-01-17,4072077634.0,,JOSHUA,Vasquez,1,,False,7,6,1,1,9.0,4.0,0
2022-09-16,2779526754.0,,robert,weber,0,U22498597,True,10,3,0,0,,10.0,1
2022-04-07,2779526754.0,,,weber,4,P97540752,True,2,4,0,0,0.0,22.0,0
2023-01-23,2779526754.0,2005-02-17,ROBERT,weber,1,H63343353,True,1,4,1,0,0.0,13.0,1
2024-05-23,5676711501.0,,clayton,Rodriguez,3,D11427991,True,4,5,0,1,4.0,11.0,0
2021-09-07,5676711501.0,,clayton,Rodriguez,3,C65610129,True,4,3,1,1,,17.0,0
2023-08-09,5676711501.0,,clayton,rodriguez,3,E37250371,True,7,3,1,1,0.0,8.0,1
2022-03-24,5676711501.0,,CLAYTON,Rodriguez,3,I95414508,False,5,0,1,1,,8.0,0
2022-07-19,2369872371.0,,JENNIFER,morrow,1,,False,2,1,1,0,0.0,4.0,0
2021-07-25,2369872371.0,,JENNIFER,Morrow,3,Y73967423,True,8,0,1,0,8.0,3.0,0
2023-12-15,2369872371.0,,JENNIFER,Morrow,2,A76724276,False,8,2,0,1,8.0,5.0,1
2022-04-18,2369872371.0,,JENNIFER,morrow,1,G96102678,False,8,6,1,1,9.0,14.0,0
2022-05-27,5640879671.0,,amanda,shepard,3,E84793292,False,2,0,0,0,0.0,22.0,0
2021-08-12,5640879671.0,,amanda,shepard,0,H68243880,True,8,9,0,0,0.0,3.0,0
2024-09-25,5640879671.0,,amanda,shepard,2,Z68307610,False,3,9,1,1,3.0,10.0,1
2023-03-21,Unknown,,amanda,shepard,0,D37656159,True,4,3,1,0,0.0,1.0,1
2023-05-12,8157372.0,,ELIZABETH,Graham,0,K80310924,True,11,0,1,1,,5.0,0
2021-08-11,8157372.0,1994-06-10,elizabeth,,0,O81146635,True,7,10,1,0,,8.0,0
2024-02-02,8157372.0,,ELIZABETH,Graham,0,N16884682,False,8,9,1,1,10.0,16.0,1
2023-01-12,8940864213.0,,scott,Mcmahon,0,T48329519,True,9,2,0,0,,19.0,1
2023-11-13,8940864213.0,2012-02-15,scott,mcmahon,2,C14631456,False,1,2,0,0,6.0,17.0,1
2023-07-17,8940864213.0,2012-02-15,SCOTT,mcmahon,2,C21137143,False,9,8,0,0,,17.0,0
2021-10-29,8940864213.0,,scott,mcmahon,3,B31668849,True,2,3,0,1,4.0,5.0,1
2022-07-19,6125634179.0,,JOHN,Carpenter,2,S49208014,False,5,6,0,0,14.0,6.0,0
2023-10-12,Unknown,2017-02-27,JOHN,carpenter,1,R81503542,False,5,4,0,1,12.0,19.0,1
2023-11-12,6125634179.0,2017-02-27,john,carpenter,3,E03274181,False,0,7,0,0,4.0,9.0,0
2022-10-11,6125634179.0,2017-02-27,JOHN,Carpenter,3,L74043273,True,6,2,1,1,0.0,13.0,0
2021-06-03,6125634179.0,2017-02-27,john,carpenter,1,O44588462,True,2,5,1,2,2.0,8.0,1
2024-08-01,7135917080.0,,AMY,macias,1,,True,11,0,0,1,,15.0,1
2021-09-18,7135917080.0,2017-04-10,AMY,,3,B13355077,True,0,9,1,2,0.0,8.0,1
2021-11-09,7135917080.0,,amy,Macias,2,Z81745820,True,0,1,2,0,,8.0,0
2022-09-30,7135917080.0,,AMY,Macias,3,P66912789,True,11,11,1,2,0.0,10.0,0
2022-04-15,Unknown,2007-03-30,PETER,perkins,3,U75886977,True,3,7,0,0,0.0,20.0,1
2023-08-29,7725080499.0,2007-03-30,PETER,Perkins,0,Q68422349,False,2,6,0,1,3.0,25.0,1
2022-08-26,7725080499.0,2007-03-30,peter,Perkins,2,Z48396561,False,9,6,1,1,0.0,6.0,1
2021-03-22,7725080499.0,,peter,perkins,2,S95407209,True,9,5,0,0,2.0,3.0,0
2024-01-22,7725080499.0,,peter,Perkins,2,I81594253,False,2,6,0,1,0.0,6.0,0
2023-12-05,7725080499.0,2007-03-30,peter,perkins,0,,True,7,3,1,1,1.0,5.0,0
2024-10-07,7725080499.0,,peter,Perkins,3,X39874711,False,5,8,1,1,4.0,9.0,1
2023-10-26,7725080499.0,,PETER,perkins,3,U29764036,True,3,5,0,0,0.0,,0
2024-05-28,7725080499.0,,PETER,Perkins,1,P37567779,True,5,2,1,0,12.0,18.0,0
2024-02-04,7725080499.0,,peter,Perkins,0,M57667423,True,8,5,0,0,12.0,,1
2023-02-21,2768696225.0,2007-09-01,BETHANY,,1,C69224652,True,0,5,1,0,1.0,9.0,0
2022-08-09,2768696225.0,,bethany,Lester,0,Z59965848,False,6,1,1,0,3.0,20.0,1
2022-10-12,2768696225.0,,bethany,Lester,1,E74794523,True,7,6,2,0,,9.0,0
2023-07-07,2768696225.0,2007-09-01,BETHANY,Lester,1,X78708935,True,3,2,0,0,0.0,17.0,0
2022-03-27,2768696225.0,,BETHANY,Lester,0,,False,6,2,2,0,1.0,18.0,0
2021-10-10,2913169085.0,,,banks,2,C92792851,False,5,8,0,0,0.0,8.0,1
2022-12-29,2913169085.0,,wayne,Banks,1,G30079888,True,0,3,0,0,2.0,17.0,0
2024-02-24,2913169085.0,,wayne,Banks,1,N24778314,True,2,9,1,1,12.0,16.0,0
2022-11-01,2913169085.0,,WAYNE,banks,0,C22093790,False,10,0,1,0,6.0,9.0,1
2024-05-28,2913169085.0,,WAYNE,banks,1,S08106248,True,7,3,1,1,9.0,2.0,0
2024-04-09,487535469.0,,SARAH,Flowers,1,H40291596,False,4,9,0,1,14.0,6.0,1
2021-06-18,487535469.0,,sarah,Flowers,4,Z46007960,True,5,8,0,1,,9.0,1
2023-03-04,487535469.0,,sarah,Flowers,3,M95009221,True,5,3,1,0,0.0,20.0,1
2022-07-11,Unknown,2006-10-12,sarah,Flowers,2,R20250842,False,2,9,2,1,,8.0,0
2022-02-27,487535469.0,2006-10-12,SARAH,Flowers,3,A87331281,True,2,4,1,0,0.0,5.0,0
2021-05-07,5786391572.0,,HOLLY,Dean,1,V43985915,True,6,0,2,1,,,0
2021-02-13,5786391572.0,,HOLLY,dean,4,J80023262,True,4,8,0,0,3.0,7.0,1
2024-08-10,5786391572.0,1989-12-14,holly,Dean,1,F02373652,False,0,4,1,0,0.0,19.0,0
2021-05-14,5786391572.0,1989-12-14,holly,dean,0,A79354727,False,8,3,1,2,0.0,20.0,1
2021-03-23,5786391572.0,1989-12-14,HOLLY,dean,2,V07892098,True,4,6,1,1,0.0,10.0,1
2024-06-30,5786391572.0,,HOLLY,Dean,0,F01617084,False,4,3,1,0,,19.0,1
2021-01-22,5786391572.0,,HOLLY,Dean,1,Y17343936,True,3,7,1,1,13.0,3.0,0
2024-04-16,5786391572.0,,HOLLY,Dean,3,C96726688,True,1,9,1,1,,8.0,1
2022-08-25,5786391572.0,1989-12-14,holly,Dean,3,G02126929,False,1,7,1,2,3.0,4.0,0
2022-08-14,5786391572.0,,holly,dean,3,I31799842,False,3,6,0,0,3.0,18.0,0
2021-03-31,1270740086.0,,SEAN,Short,0,W01353873,False,3,8,1,1,11.0,13.0,0
2024-01-24,1270740086.0,,sean,Short,2,M92177420,False,9,7,1,1,,12.0,0
2024-08-27,Unknown,1992-12-24,sean,short,2,H23945786,False,3,9,0,0,3.0,7.0,1
2021-01-04,1270740086.0,,SEAN,Short,3,H67524950,True,4,6,0,1,1.0,2.0,0
2024-08-14,1270740086.0,,sean,short,1,E66390746,False,8,0,0,1,0.0,14.0,1
2023-12-27,1270740086.0,,SEAN,Short,1,P43560947,False,2,10,0,0,0.0,9.0,1
2024-05-02,1270740086.0,,sean,Short,0,Y61363002,False,6,3,1,1,10.0,20.0,0
2022-07-22,1270740086.0,,SEAN,short,2,D19328324,True,9,8,0,1,3.0,19.0,1
2022-11-19,1270740086.0,,SEAN,short,0,V12289563,False,5,6,1,0,0.0,15.0,1
2023-10-30,1270740086.0,1992-12-24,SEAN,Short,3,E04441412,False,5,7,1,0,,5.0,0
2021-01-25,8588178434.0,,debra,Yoder,4,A54711062,False,8,2,0,0,4.0,21.0,1
2024-10-02,8588178434.0,,debra,Yoder,3,V08666870,False,1,3,2,1,0.0,7.0,0
2024-05-31,8588178434.0,,DEBRA,yoder,3,G70379052,True,10,1,1,0,0.0,1.0,0
2023-11-13,8588178434.0,,DEBRA,yoder,1,E87253822,True,6,10,1,1,,18.0,1
2021-10-13,8588178434.0,,DEBRA,Yoder,0,S26768572,True,3,2,2,0,1.0,5.0,1
2023-05-30,8588178434.0,,debra,yoder,3,N07015758,True,5,3,1,0,,22.0,0
2023-06-01,8588178434.0,,debra,Yoder,1,W75154852,False,5,2,1,1,13.0,10.0,0
2024-09-18,8588178434.0,1996-09-24,debra,,0,F58969975,True,3,1,1,0,1.0,,0
2021-12-24,8588178434.0,1996-09-24,,Yoder,2,P00441811,False,10,1,2,1,8.0,22.0,0
2022-01-17,8588178434.0,,debra,,2,X80157000,False,6,0,0,1,11.0,,1
2023-03-20,1581677182.0,,brenda,Bender,3,,False,11,2,0,0,0.0,1.0,1
2023-02-02,1581677182.0,2022-10-31,brenda,bender,0,Q70925146,True,6,7,1,0,,22.0,1
2021-08-25,1581677182.0,,brenda,Bender,0,M41136880,True,1,7,0,1,0.0,17.0,0
2021-01-30,6803255251.0,,alicia,williams,1,K43776257,True,8,9,1,0,4.0,16.0,0
2023-06-10,6803255251.0,,ALICIA,williams,0,P84050456,False,5,9,0,0,,1.0,0
2024-08-31,6803255251.0,1996-03-03,alicia,williams,3,Y11315946,False,8,9,1,1,0.0,11.0,0
2022-05-27,5971662974.0,,christopher,thompson,0,I82476294,True,1,5,0,0,12.0,16.0,0
2022-04-10,5971662974.0,1997-05-24,christopher,thompson,0,I97063413,True,5,9,1,1,,10.0,0
2022-03-11,5971662974.0,,christopher,Thompson,2,N35752075,False,3,9,0,1,4.0,3.0,1
2021-04-01,5971662974.0,,christopher,Thompson,1,E60574364,True,11,9,0,0,4.0,2.0,1
2023-08-02,449840776.0,,william,powell,4,D09924148,True,7,8,0,1,,13.0,0
2024-03-02,449840776.0,2014-11-23,william,Powell,2,L18722337,False,4,0,1,1,0.0,10.0,1
2024-09-23,Unknown,,WILLIAM,Powell,2,A63886267,True,7,1,0,1,4.0,2.0,0
2021-07-08,449840776.0,,WILLIAM,powell,3,W36026104,True,5,8,1,0,,9.0,1
2022-01-02,449840776.0,2014-11-23,WILLIAM,powell,0,C37821541,True,4,5,1,0,,5.0,0
2023-03-11,74026945.0,2009-06-04,KIMBERLY,cox,0,I96566056,True,3,10,1,1,0.0,9.0,1
2024-07-06,74026945.0,,KIMBERLY,Cox,1,A88833902,False,7,11,0,0,0.0,16.0,0
2021-12-03,74026945.0,,kimberly,Cox,0,Y75734593,True,11,0,2,0,4.0,9.0,1
2022-06-14,74026945.0,,KIMBERLY,Cox,0,R01809922,False,6,0,0,1,0.0,18.0,0
2022-03-11,74026945.0,,,Cox,3,D08478253,False,9,5,1,1,0.0,3.0,1
2023-02-15,9994295877.0,2008-04-08,jose,Carroll,2,C90869576,True,9,3,1,0,,10.0,0
2021-03-03,9994295877.0,,JOSE,Carroll,4,J39178962,True,1,3,1,0,3.0,10.0,0
2023-09-30,9994295877.0,2008-04-08,JOSE,Carroll,3,P72896951,False,8,1,0,0,0.0,18.0,1
2021-11-11,Unknown,,aaron,gutierrez,1,A32336929,False,3,5,0,1,11.0,3.0,0
2024-08-28,6296406372.0,2000-06-03,aaron,,1,X03317426,True,8,3,0,0,0.0,13.0,1
2022-07-14,6296406372.0,,AARON,Gutierrez,0,L97498113,False,9,0,0,1,1.0,16.0,0
2023-12-22,Unknown,2000-06-03,,gutierrez,0,I90307844,False,3,8,0,0,8.0,7.0,0
2024-06-30,9332236732.0,,DEAN,Wood,3,Q46188866,False,0,2,0,0,0.0,15.0,1
2023-10-01,Unknown,,dean,Wood,0,I53924671,True,7,11,0,0,9.0,8.0,0
2023-06-09,9332236732.0,,DEAN,Wood,3,J20689446,False,1,0,0,1,,7.0,0
2021-03-10,9332236732.0,,dean,wood,1,N90856255,True,1,8,1,1,8.0,5.0,1
2023-03-02,9332236732.0,,dean,Wood,2,D13289486,True,4,9,1,1,0.0,14.0,1
2022-03-27,3419747199.0,,,torres,0,F62595265,True,0,7,0,0,,5.0,0
2021-04-06,3419747199.0,,victoria,torres,0,N79290352,True,3,6,0,0,,5.0,0
2021-10-28,3419747199.0,,victoria,Torres,3,Q16997009,True,3,9,0,1,1.0,10.0,1
2024-01-24,3419747199.0,2023-06-29,victoria,Torres,0,Z03825128,False,3,7,0,0,0.0,9.0,0
2023-06-25,4139331978.0,2021-04-02,DONNA,Harrington,2,I44253285,False,9,6,1,1,0.0,20.0,1
2022-02-13,4139331978.0,,donna,harrington,2,U37012414,False,7,3,1,1,13.0,12.0,1
2022-08-20,4139331978.0,,donna,,3,G95750339,True,7,0,0,1,4.0,10.0,0
2024-01-22,4139331978.0,,DONNA,Harrington,0,Z20696656,True,9,6,0,1,,7.0,1
2022-08-09,Unknown,,DONNA,Harrington,3,C59713630,True,9,3,0,0,4.0,4.0,1
2024-01-24,Unknown,,GERALD,Powell,3,C85897400,True,0,10,1,0,,8.0,0
2023-04-10,1117428374.0,,gerald,powell,1,P95399475,True,9,3,0,1,0.0,6.0,1
2021-10-20,1117428374.0,,gerald,Powell,2,M87674621,True,10,1,0,0,7.0,18.0,0
2022-12-07,1432930060.0,1992-05-19,robert,norris,2,N86576763,True,9,0,0,0,,2.0,0
2022-01-28,1432930060.0,,robert,norris,2,Q39668664,False,11,8,2,1,,,1
2022-03-15,1432930060.0,1992-05-19,robert,norris,0,O17047179,True,5,0,0,0,0.0,1.0,0
2024-09-08,1432930060.0,,robert,norris,3,D41605306,True,10,0,0,1,,2.0,0
2023-11-06,1432930060.0,,robert,Norris,2,R74238495,True,5,10,1,1,0.0,20.0,0
2021-05-14,4876865854.0,,JOHN,perry,0,X41042023,False,1,2,0,0,4.0,8.0,1
2023-07-01,4876865854.0,,JOHN,Perry,0,Z75429953,False,1,5,0,2,2.0,18.0,0
2021-08-06,4876865854.0,2018-07-27,JOHN,Perry,2,K02636504,False,8,9,0,0,0.0,2.0,0
2024-08-23,4876865854.0,,john,perry,1,E64843243,True,8,5,1,1,12.0,9.0,0
2023-01-26,3110075285.0,,BRIAN,donaldson,0,Y86297815,True,3,5,1,2,0.0,4.0,0
2021-08-04,3110075285.0,,BRIAN,,2,J98963009,False,8,3,0,0,9.0,19.0,1
2021-12-25,3110075285.0,,brian,donaldson,2,,False,5,2,0,0,0.0,4.0,0
2023-03-23,3110075285.0,,BRIAN,donaldson,2,U94381065,False,0,9,1,1,4.0,6.0,1
2023-11-21,5767064838.0,1992-01-03,nicholas,Moore,1,L94566656,True,1,4,0,1,11.0,13.0,0
2024-03-22,5767064838.0,,nicholas,moore,1,O14144205,False,4,9,1,2,,12.0,1
2023-02-08,5767064838.0,1992-01-03,NICHOLAS,Moore,2,I48363626,False,10,3,0,1,13.0,21.0,1
2023-04-19,8882755974.0,,BRIDGET,williamson,3,K35248802,True,5,9,0,0,,2.0,1
2024-03-29,8882755974.0,,bridget,williamson,3,Y49258215,False,6,5,0,1,0.0,11.0,0
2023-03-24,8882755974.0,2018-12-29,bridget,williamson,2,E32604964,True,5,1,1,1,6.0,15.0,1
2023-08-19,8882755974.0,2018-12-29,BRIDGET,Williamson,4,B21654781,False,10,2,1,1,4.0,6.0,0
2022-02-22,200761025.0,2018-03-15,ALICE,Jones,1,B97747500,False,6,8,1,0,,24.0,1
2021-02-21,200761025.0,,ALICE,Jones,4,E88023313,False,4,9,0,0,11.0,21.0,0
2021-04-18,200761025.0,2018-03-15,alice,Jones,2,B35376370,False,9,3,0,1,0.0,3.0,0
2021-06-01,200761025.0,2018-03-15,alice,Jones,3,N20067933,True,2,8,1,0,9.0,8.0,1
2022-05-08,7877016948.0,,susan,Gallegos,4,P65393811,False,2,6,1,0,2.0,10.0,0
2023-01-15,7877016948.0,,susan,Gallegos,0,U21076749,True,8,4,1,0,3.0,19.0,0
2023-11-30,7877016948.0,,SUSAN,Gallegos,3,W85580037,False,11,5,0,0,3.0,4.0,0
